Gemeineschluessel;Kreisschluessel;Stimmkreis;Name
161000;161;119;Ingolstadt, krfr. St
162001;162;108;Altstadt-Lehel
162002;162;109;Ludwigvorstadt-Isarvorstadt
162003;162;108;Maxvorstadt
162004;162;104;Schwabing-West
162005;162;109;Au-Haidhausen
162006;162;103;Sendling
162007;162;101;Sendling-Westpark
162008;162;109;Schwanthalerhöhe
162009;162;109;Neuhausen-Nymphenburg
162010;162;105;Moosach
162011;162;104;Milbertshofen-Am Hart
162012;162;108;Schwabing-Freimann
162013;162;102;Bogenhausen
162014;162;102;Berg am Laim
162015;162;107;Trudering-Riem
162016;162;107;Ramersdorf-Perlach
162017;162;103;Obergiesing-Fasangarten
162018;162;103;Untergiesing-Harlaching
162019;162;103;Thalkirchen-Obersendling-Forstenried-Solln
162020;162;101;Hadern
162021;162;106;Pasing-Obermenzing
162022;162;106;Aubing-Lochhausen-Langwied
162023;162;106;Allach-Untermenzing
162024;162;105;Feldmoching-Hasenbergl
162025;162;105;Laim
163000;163;127;Rosenheim, krfr. St
171111;171;110;Altötting, St
171112;171;110;Burghausen, St
171113;171;110;Burgkirchen a.d.Alz
171114;171;110;Emmerting
171115;171;110;Erlbach
171116;171;110;Feichten a.d.Alz
171117;171;110;Garching a.d.Alz
171118;171;110;Haiming
171119;171;110;Halsbach
171121;171;110;Kastl
171122;171;110;Kirchweidach
171123;171;110;Marktl, M
171124;171;110;Mehring
171125;171;110;Neuötting, St
171126;171;110;Perach
171127;171;110;Pleiskirchen
171129;171;110;Reischach
171130;171;110;Stammham
171131;171;110;Teising
171132;171;110;Töging a.Inn, St
171133;171;110;Tüßling, M
171134;171;110;Tyrlaching
171135;171;110;Unterneukirchen
171137;171;110;Winhöring
172111;172;112;Ainring
172112;172;112;Anger
172114;172;112;Bad Reichenhall, GKSt
172115;172;112;Bayerisch Gmain
172116;172;112;Berchtesgaden, M
172117;172;112;Bischofswiesen
172118;172;112;Freilassing, St
172122;172;112;Laufen, St
172124;172;112;Marktschellenberg, M
172128;172;112;Piding
172129;172;112;Ramsau b.Berchtesgaden
172130;172;112;Saaldorf-Surheim
172131;172;112;Schneizlreuth
172132;172;112;Schönau a.Königssee
172134;172;112;Teisendorf, M
173111;173;111;Bad Heilbrunn
173112;173;111;Bad Tölz, St
173113;173;111;Benediktbeuern
173115;173;111;Bichl
173118;173;111;Dietramszell
173120;173;111;Egling
173123;173;111;Eurasburg
173124;173;111;Gaißach
173126;173;111;Geretsried, St
173127;173;111;Greiling
173130;173;111;Icking
173131;173;111;Jachenau
173133;173;111;Kochel a.See
173134;173;111;Königsdorf
173135;173;111;Lenggries
173137;173;111;Münsing
173140;173;111;Reichersbeuern
173141;173;111;Sachsenkam
173142;173;111;Schlehdorf
173145;173;111;Wackersberg
173147;173;111;Wolfratshausen, St
174111;174;113;Altomünster, M
174113;174;113;Bergkirchen
174115;174;113;Dachau, GKSt
174118;174;113;Erdweg
174121;174;113;Haimhausen
174122;174;113;Hebertshausen
174126;174;113;Karlsfeld
174131;174;113;Markt Indersdorf, M
174135;174;113;Odelzhausen
174136;174;113;Petershausen
174137;174;113;Pfaffenhofen a.d.Glonn
174141;174;113;Röhrmoos
174143;174;113;Schwabhausen
174146;174;113;Sulzemoos
174147;174;113;Hilgertshausen-Tandern
174150;174;113;Vierkirchen
174151;174;113;Weichs
175111;175;114;Anzing
175112;175;114;Aßling
175113;175;114;Baiern
175114;175;114;Bruck
175115;175;114;Ebersberg, St
175116;175;114;Egmating
175118;175;114;Forstinning
175119;175;114;Frauenneuharting
175121;175;114;Glonn, M
175122;175;114;Grafing b.München, St
175123;175;114;Hohenlinden
175124;175;114;Kirchseeon, M
175127;175;114;Markt Schwaben, M
175128;175;114;Moosach
175131;175;114;Oberpframmern
175132;175;114;Vaterstetten
175133;175;114;Pliening
175135;175;114;Poing
175136;175;114;Emmering
175137;175;114;Steinhöring
175139;175;114;Zorneding
176111;176;115;Adelschlag
176112;176;115;Altmannstein, M
176114;176;115;Beilngries, St
176116;176;115;Böhmfeld
176118;176;115;Buxheim
176120;176;115;Denkendorf
176121;176;115;Dollnstein, M
176122;176;115;Egweil
176123;176;115;Eichstätt, GKSt
176124;176;115;Eitensheim
176126;176;115;Gaimersheim, M
176129;176;115;Großmehring
176131;176;115;Hepberg
176132;176;115;Hitzhofen
176137;176;115;Kinding, M
176138;176;115;Kipfenberg, M
176139;176;115;Kösching, M
176143;176;115;Lenting
176147;176;115;Mindelstetten
176148;176;115;Mörnsheim, M
176149;176;115;Nassenfels, M
176150;176;115;Oberdolling
176153;176;115;Pförring, M
176155;176;115;Pollenfeld
176160;176;115;Schernfeld
176161;176;115;Stammham
176164;176;115;Titting, M
176165;176;115;Walting
176166;176;115;Wellheim, M
176167;176;115;Wettstetten
177112;177;116;Berglern
177113;177;116;Bockhorn
177114;177;116;Buch a.Buchrain
177115;177;116;Dorfen, St
177116;177;116;Eitting
177117;177;116;Erding, St
177118;177;116;Finsing
177119;177;116;Forstern
177120;177;116;Fraunberg
177121;177;116;Hohenpolding
177122;177;116;Inning a.Holz
177123;177;116;Isen, M
177124;177;116;Kirchberg
177126;177;116;Langenpreising
177127;177;116;Lengdorf
177130;177;116;Moosinning
177131;177;116;Neuching
177133;177;116;Oberding
177134;177;116;Ottenhofen
177135;177;116;Pastetten
177137;177;116;Sankt Wolfgang
177138;177;116;Steinkirchen
177139;177;116;Taufkirchen (Vils)
177142;177;116;Walpertskirchen
177143;177;116;Wartenberg, M
177144;177;116;Wörth
178113;178;117;Allershausen
178115;178;117;Attenkirchen
178116;178;117;Au i.d.Hallertau, M
178120;178;117;Eching
178122;178;117;Rudelzhausen
178123;178;117;Fahrenzhausen
178124;178;117;Freising, GKSt
178125;178;117;Gammelsdorf
178129;178;117;Haag a.d.Amper
178130;178;117;Hallbergmoos
178132;178;117;Hörgertshausen
178133;178;117;Hohenkammer
178136;178;117;Kirchdorf a.d.Amper
178137;178;117;Kranzberg
178138;178;117;Langenbach
178140;178;117;Marzling
178142;178;117;Mauern
178143;178;117;Moosburg a.d.Isar, St
178144;178;117;Nandlstadt, M
178145;178;117;Neufahrn b.Freising
178150;178;117;Paunzhausen
178155;178;117;Wang
178156;178;117;Wolfersdorf
178157;178;117;Zolling
179111;179;118;Adelshofen
179113;179;118;Alling
179114;179;118;Althegnenberg
179117;179;118;Egenhofen
179118;179;118;Eichenau
179119;179;118;Emmering
179121;179;120;Fürstenfeldbruck, GKSt
179123;179;118;Germering, GKSt
179125;179;120;Grafrath
179126;179;118;Gröbenzell
179128;179;118;Hattenhofen
179130;179;118;Jesenwang
179131;179;120;Kottgeisering
179132;179;118;Landsberied
179134;179;118;Maisach
179136;179;118;Mammendorf
179137;179;118;Mittelstetten
179138;179;120;Moorenweis
179140;179;118;Oberschweinbach
179142;179;118;Olching, St
179145;179;118;Puchheim, St
179147;179;120;Schöngeising
179149;179;120;Türkenfeld
180112;180;131;Bad Kohlgrub
180113;180;131;Bad Bayersoien
180114;180;131;Eschenlohe
180115;180;131;Ettal
180116;180;111;Farchant
180117;180;111;Garmisch-Partenkirchen, M
180118;180;111;Grainau
180119;180;131;Großweil
180122;180;111;Krün
180123;180;111;Mittenwald, M
180124;180;131;Murnau a.Staffelsee, M
180125;180;131;Oberammergau
180126;180;131;Oberau
180127;180;131;Ohlstadt
180128;180;131;Riegsee
180129;180;131;Saulgrub
180131;180;131;Schwaigen
180132;180;131;Seehausen a.Staffelsee
180133;180;131;Spatzenhausen
180134;180;131;Uffing a.Staffelsee
180135;180;131;Unterammergau
180136;180;111;Wallgau
181111;181;120;Apfeldorf
181113;181;120;Denklingen
181114;181;120;Dießen am Ammersee, M
181115;181;120;Eching am Ammersee
181116;181;120;Egling a.d.Paar
181118;181;120;Eresing
181120;181;120;Finning
181121;181;120;Fuchstal
181122;181;120;Geltendorf
181123;181;120;Greifenberg
181124;181;120;Hofstetten
181126;181;120;Hurlach
181127;181;120;Igling
181128;181;120;Kaufering, M
181129;181;120;Kinsau
181130;181;120;Landsberg am Lech, GKSt
181131;181;120;Obermeitingen
181132;181;120;Penzing
181133;181;120;Vilgertshofen
181134;181;120;Prittriching
181135;181;120;Reichling
181137;181;120;Rott
181138;181;120;Scheuring
181139;181;120;Schondorf am Ammersee
181140;181;120;Schwifting
181141;181;120;Pürgen
181142;181;120;Thaining
181143;181;120;Unterdießen
181144;181;120;Utting am Ammersee
181145;181;120;Weil
181146;181;120;Windach
182111;182;121;Bad Wiessee
182112;182;121;Bayrischzell
182114;182;121;Fischbachau
182116;182;121;Gmund a.Tegernsee
182119;182;121;Hausham
182120;182;121;Holzkirchen, M
182123;182;121;Irschenberg
182124;182;121;Kreuth
182125;182;121;Miesbach, St
182127;182;121;Otterfing
182129;182;121;Rottach-Egern
182131;182;121;Schliersee, M
182132;182;121;Tegernsee, St
182133;182;121;Valley
182134;182;121;Waakirchen
182136;182;121;Warngau
182137;182;121;Weyarn
183112;183;122;Ampfing
183113;183;122;Aschau a.Inn
183114;183;122;Buchbach, M
183115;183;122;Egglkofen
183116;183;122;Erharting
183118;183;122;Gars a.Inn, M
183119;183;122;Haag i.OB, M
183120;183;122;Heldenstein
183122;183;122;Jettenbach
183123;183;122;Kirchdorf
183124;183;122;Kraiburg a.Inn, M
183125;183;122;Lohkirchen
183126;183;122;Maitenbeth
183127;183;122;Mettenheim
183128;183;122;Mühldorf a.Inn, St
183129;183;122;Neumarkt-Sankt Veit, St
183130;183;122;Niederbergkirchen
183131;183;122;Niedertaufkirchen
183132;183;122;Oberbergkirchen
183134;183;122;Oberneukirchen
183135;183;122;Obertaufkirchen
183136;183;122;Polling
183138;183;122;Rattenkirchen
183139;183;122;Rechtmehring
183140;183;122;Reichertsheim
183143;183;122;Schönberg
183144;183;122;Schwindegg
183145;183;122;Taufkirchen
183147;183;122;Unterreit
183148;183;122;Waldkraiburg, St
183151;183;122;Zangberg
184112;184;123;Aschheim
184113;184;124;Baierbrunn
184114;184;124;Brunnthal
184118;184;123;Feldkirchen
184119;184;123;Garching b.München, St
184120;184;124;Gräfelfing
184121;184;123;Grasbrunn
184122;184;124;Grünwald
184123;184;123;Haar
184127;184;124;Höhenkirchen-Siegertsbrunn
184129;184;123;Hohenbrunn
184130;184;123;Ismaning
184131;184;123;Kirchheim b.München
184132;184;124;Neuried
184134;184;124;Oberhaching
184135;184;123;Oberschleißheim
184136;184;123;Ottobrunn
184137;184;124;Aying
184138;184;124;Planegg
184139;184;124;Pullach i.Isartal
184140;184;123;Putzbrunn
184141;184;124;Sauerlach
184142;184;124;Schäftlarn
184144;184;124;Straßlach-Dingharting
184145;184;124;Taufkirchen
184146;184;124;Neubiberg
184147;184;123;Unterföhring
184148;184;124;Unterhaching
184149;184;123;Unterschleißheim, St
185113;185;125;Aresing
185116;185;125;Berg im Gau
185118;185;125;Bergheim
185123;185;125;Brunnen
185125;185;125;Burgheim, M
185127;185;125;Ehekirchen
185131;185;125;Gachenbach
185139;185;125;Karlshuld
185140;185;125;Karlskron
185143;185;125;Langenmosen
185149;185;125;Neuburg a.d.Donau, GKSt
185150;185;125;Oberhausen
185153;185;125;Rennertshofen, M
185157;185;125;Rohrenfels
185158;185;125;Schrobenhausen, St
185163;185;125;Königsmoos
185166;185;125;Waidhofen
185168;185;125;Weichering
186113;186;126;Baar-Ebenhausen
186116;186;126;Ernsgaden
186122;186;126;Geisenfeld, St
186125;186;125;Gerolsbach
186126;186;126;Hettenshausen
186128;186;125;Hohenwart, M
186130;186;126;Ilmmünster
186132;186;126;Jetzendorf
186137;186;126;Manching, M
186139;186;126;Münchsmünster
186143;186;126;Pfaffenhofen a.d.Ilm, St
186144;186;126;Pörnbach
186146;186;126;Reichertshausen
186147;186;126;Reichertshofen, M
186149;186;126;Rohrbach
186151;186;125;Scheyern
186152;186;126;Schweitenkirchen
186158;186;126;Vohburg a.d.Donau, St
186162;186;126;Wolnzach, M
187113;187;127;Amerang
187114;187;127;Aschau i.Chiemgau
187116;187;128;Babensham
187117;187;128;Bad Aibling, St
187118;187;127;Bernau a.Chiemsee
187120;187;128;Brannenburg
187121;187;127;Breitbrunn a.Chiemsee
187122;187;128;Bruckmühl, M
187123;187;127;Chiemsee
187124;187;128;Edling
187125;187;127;Eggstätt
187126;187;127;Eiselfing
187128;187;127;Bad Endorf, M
187129;187;121;Bad Feilnbach
187130;187;121;Feldkirchen-Westerham
187131;187;128;Flintsbach a.Inn
187132;187;127;Frasdorf
187134;187;127;Griesstätt
187137;187;128;Großkarolinenfeld
187138;187;127;Gstadt a.Chiemsee
187139;187;127;Halfing
187142;187;128;Schechen
187145;187;127;Höslwang
187148;187;128;Kiefersfelden
187150;187;128;Kolbermoor, St
187154;187;128;Neubeuern, M
187156;187;128;Nußdorf a.Inn
187157;187;128;Oberaudorf
187159;187;128;Pfaffing
187162;187;127;Prien a.Chiemsee, M
187163;187;127;Prutting
187164;187;128;Ramerberg
187165;187;128;Raubling
187167;187;127;Riedering
187168;187;127;Rimsting
187169;187;127;Rohrdorf
187170;187;128;Rott a.Inn
187172;187;127;Samerberg
187173;187;127;Schonstett
187174;187;127;Söchtenau
187176;187;128;Soyen
187177;187;127;Stephanskirchen
187179;187;128;Tuntenhausen
187181;187;127;Vogtareuth
187182;187;128;Wasserburg a.Inn, St
187186;187;128;Albaching
188113;188;129;Berg
188117;188;129;Andechs
188118;188;129;Feldafing
188120;188;129;Gauting
188121;188;129;Gilching
188124;188;129;Herrsching a.Ammersee
188126;188;129;Inning a.Ammersee
188127;188;129;Krailling
188132;188;129;Seefeld
188137;188;129;Pöcking
188139;188;129;Starnberg, St
188141;188;129;Tutzing
188144;188;129;Weßling
188145;188;129;Wörthsee
189111;189;130;Altenmarkt a.d.Alz
189113;189;130;Bergen
189114;189;130;Chieming
189115;189;130;Engelsberg
189118;189;112;Fridolfing
189119;189;130;Grabenstätt
189120;189;130;Grassau, M
189124;189;130;Inzell
189126;189;130;Kienberg
189127;189;112;Kirchanschöring
189129;189;130;Marquartstein
189130;189;130;Nußdorf
189133;189;130;Obing
189134;189;130;Palling
189135;189;112;Petting
189137;189;130;Pittenhart
189139;189;130;Reit im Winkl
189140;189;130;Ruhpolding
189141;189;130;Schleching
189142;189;130;Schnaitsee
189143;189;130;Seeon-Seebruck
189145;189;130;Siegsdorf
189146;189;130;Staudach-Egerndach
189148;189;130;Surberg
189149;189;130;Tacherting
189150;189;112;Taching a.See
189152;189;112;Tittmoning, St
189154;189;130;Traunreut, St
189155;189;130;Traunstein, GKSt
189157;189;130;Trostberg, St
189159;189;130;Übersee
189160;189;130;Unterwössen
189161;189;130;Vachendorf
189162;189;112;Waging a.See, M
189165;189;112;Wonneberg
190111;190;131;Altenstadt
190113;190;131;Antdorf
190114;190;131;Bernbeuren
190115;190;129;Bernried am Starnberger See
190117;190;131;Böbing
190118;190;131;Burggen
190120;190;131;Eberfing
190121;190;131;Eglfing
190126;190;131;Habach
190129;190;131;Hohenfurch
190130;190;131;Hohenpeißenberg
190131;190;131;Huglfing
190132;190;129;Iffeldorf
190133;190;131;Ingenried
190135;190;131;Oberhausen
190136;190;131;Obersöchering
190138;190;131;Pähl
190139;190;131;Peißenberg, M
190140;190;131;Peiting, M
190141;190;131;Penzberg, St
190142;190;131;Polling
190143;190;131;Prem
190144;190;131;Raisting
190145;190;131;Rottenbuch
190148;190;131;Schongau, St
190149;190;131;Schwabbruck
190151;190;131;Schwabsoien
190152;190;129;Seeshaupt
190153;190;131;Sindelsdorf
190154;190;131;Steingaden
190157;190;131;Weilheim i.OB, St
190158;190;131;Wessobrunn
190159;190;131;Wielenbach
190160;190;131;Wildsteig
261000;261;204;Landshut, krfr. St
262000;262;205;Passau, krfr. St
263000;263;209;Straubing, krfr. St
271111;271;201;Aholming
271113;271;201;Auerbach
271114;271;201;Außernzell
271116;271;201;Bernried
271118;271;201;Buchhofen
271119;271;201;Deggendorf, GKSt
271122;271;201;Grafling
271123;271;201;Grattersdorf
271125;271;201;Hengersberg, M
271126;271;201;Hunding
271127;271;201;Iggensbach
271128;271;201;Künzing
271130;271;201;Lalling
271132;271;201;Metten, M
271135;271;201;Moos
271138;271;201;Niederalteich
271139;271;201;Oberpöring
271140;271;201;Offenberg
271141;271;201;Osterhofen, St
271143;271;201;Otzing
271146;271;201;Plattling, St
271148;271;201;Schaufling
271149;271;201;Schöllnach, M
271151;271;201;Stephansposching
271152;271;201;Wallerfing
271153;271;201;Winzer, M
272116;272;207;Eppenschlag
272118;272;207;Freyung, St
272119;272;207;Fürsteneck
272120;272;207;Grafenau, St
272121;272;205;Grainet
272122;272;205;Haidmühle
272126;272;207;Hinterschmiding
272127;272;207;Hohenau
272128;272;207;Innernzell
272129;272;205;Jandelsbrunn
272134;272;207;Mauth
272136;272;205;Neureichenau
272138;272;207;Perlesreut, M
272139;272;207;Philippsreut
272140;272;207;Ringelai
272141;272;205;Röhrnbach, M
272142;272;207;Saldenburg
272143;272;207;Sankt Oswald-Riedlhütte
272145;272;207;Schöfweg
272146;272;207;Neuschönau
272147;272;207;Schönberg, M
272149;272;207;Spiegelau
272150;272;207;Thurmansbang
272151;272;205;Waldkirchen, St
272152;272;207;Zenting
273111;273;203;Abensberg, St
273113;273;203;Aiglsbach
273115;273;203;Attenhofen
273116;273;203;Bad Abbach, M
273119;273;203;Biburg
273121;273;203;Essing, M
273125;273;203;Hausen
273127;273;203;Herrngiersdorf
273133;273;203;Ihrlerstein
273137;273;203;Kelheim, St
273139;273;203;Kirchdorf
273141;273;203;Langquaid, M
273147;273;203;Mainburg, St
273152;273;203;Neustadt a.d.Donau, St
273159;273;203;Painten, M
273163;273;203;Elsendorf
273164;273;203;Riedenburg, St
273165;273;203;Rohr i.NB, M
273166;273;203;Saal a.d.Donau
273172;273;203;Siegenburg, M
273175;273;203;Teugn
273177;273;203;Train
273178;273;203;Volkenschwand
273181;273;203;Wildenberg
274111;274;204;Adlkofen
274112;274;202;Aham
274113;274;204;Altdorf, M
274114;274;202;Altfraunhofen
274118;274;202;Baierbach
274119;274;204;Bayerbach b.Ergoldsbach
274120;274;202;Bodenkirchen
274121;274;204;Buch a.Erlbach
274124;274;204;Eching
274126;274;204;Ergolding, M
274127;274;204;Ergoldsbach, M
274128;274;204;Essenbach, M
274132;274;204;Furth
274134;274;202;Geisenhausen, M
274135;274;202;Gerzen
274141;274;204;Hohenthann
274145;274;202;Kröning
274146;274;204;Kumhausen
274153;274;204;Neufahrn i.NB
274154;274;202;Neufraunhofen
274156;274;202;Niederaichbach
274165;274;204;Obersüßbach
274172;274;204;Pfeffenhausen, M
274174;274;202;Postau
274176;274;204;Rottenburg a.d.Laaber, St
274179;274;202;Schalkham
274182;274;204;Tiefenbach
274183;274;202;Velden, M
274184;274;202;Vilsbiburg, St
274185;274;202;Vilsheim
274187;274;204;Weihmichl
274188;274;202;Weng
274191;274;202;Wörth a.d.Isar
274193;274;202;Wurmsham
274194;274;204;Bruckberg
275111;275;206;Aicha vorm Wald
275112;275;206;Aidenbach, M
275114;275;206;Aldersbach
275116;275;206;Bad Füssing
275117;275;206;Beutelsbach
275118;275;205;Breitenberg
275119;275;205;Büchlberg
275120;275;206;Eging a.See, M
275121;275;205;Fürstenstein
275122;275;206;Fürstenzell, M
275124;275;206;Bad Griesbach i.Rottal, St
275125;275;206;Haarbach
275126;275;205;Hauzenberg, St
275127;275;206;Hofkirchen, M
275128;275;205;Hutthurm, M
275130;275;206;Kirchham
275131;275;206;Kößlarn, M
275132;275;206;Malching
275133;275;206;Neuburg a.Inn
275134;275;206;Neuhaus a.Inn
275135;275;205;Neukirchen vorm Wald
275137;275;205;Obernzell, M
275138;275;206;Ortenburg, M
275141;275;206;Pocking, St
275143;275;206;Rotthalmünster, M
275144;275;205;Ruderting
275145;275;206;Ruhstorf a.d.Rott, M
275146;275;205;Salzweg
275148;275;205;Sonnen
275149;275;206;Tettenweis
275150;275;205;Thyrnau
275151;275;205;Tiefenbach
275152;275;205;Tittling, M
275153;275;205;Untergriesbach, M
275154;275;206;Vilshofen an der Donau, St
275156;275;205;Wegscheid, M
275159;275;206;Windorf, M
275160;275;205;Witzmannsberg
276111;276;207;Achslach
276113;276;207;Arnbruck
276115;276;207;Bayerisch Eisenstein
276116;276;207;Bischofsmais
276117;276;207;Bodenmais, M
276118;276;207;Böbrach
276120;276;207;Drachselsried
276121;276;207;Frauenau
276122;276;207;Geiersthal
276123;276;207;Gotteszell
276126;276;207;Kirchberg i.Wald
276127;276;207;Kirchdorf i.Wald
276128;276;207;Kollnburg
276129;276;207;Langdorf
276130;276;207;Lindberg
276134;276;207;Patersdorf
276135;276;207;Prackenbach
276138;276;207;Regen, St
276139;276;207;Rinchnach
276142;276;207;Ruhmannsfelden, M
276143;276;207;Teisnach, M
276144;276;207;Viechtach, St
276146;276;207;Zachenberg
276148;276;207;Zwiesel, St
277111;277;208;Arnstorf, M
277112;277;208;Bayerbach
277113;277;208;Bad Birnbach, M
277114;277;208;Dietersburg
277116;277;208;Eggenfelden, St
277117;277;208;Egglham
277118;277;208;Ering
277119;277;208;Falkenberg
277121;277;208;Gangkofen, M
277122;277;208;Geratskirchen
277124;277;208;Hebertsfelden
277126;277;208;Johanniskirchen
277127;277;208;Julbach
277128;277;208;Kirchdorf a.Inn
277131;277;208;Malgersdorf
277133;277;208;Massing, M
277134;277;208;Mitterskirchen
277138;277;208;Pfarrkirchen, St
277139;277;208;Postmünster
277140;277;208;Reut
277141;277;208;Rimbach
277142;277;208;Roßbach
277144;277;208;Schönau
277145;277;208;Simbach a.Inn, St
277147;277;208;Stubenberg
277148;277;208;Tann, M
277149;277;208;Triftern, M
277151;277;208;Unterdietfurt
277152;277;208;Wittibreut
277153;277;208;Wurmannsquick, M
277154;277;208;Zeilarn
278112;278;209;Aholfing
278113;278;209;Aiterhofen
278116;278;209;Ascha
278117;278;209;Atting
278118;278;209;Bogen, St
278120;278;209;Falkenfels
278121;278;209;Feldkirchen
278123;278;209;Geiselhöring, St
278129;278;209;Haibach
278134;278;209;Haselbach
278139;278;209;Hunderdorf
278140;278;209;Irlbach
278141;278;209;Kirchroth
278143;278;209;Konzell
278144;278;209;Laberweinting
278146;278;209;Leiblfing
278147;278;209;Loitzendorf
278148;278;209;Mallersdorf-Pfaffenberg, M
278149;278;209;Mariaposching
278151;278;209;Mitterfels, M
278154;278;209;Neukirchen
278159;278;209;Niederwinkling
278167;278;209;Oberschneiding
278170;278;209;Parkstetten
278171;278;209;Perasdorf
278172;278;209;Perkam
278177;278;209;Rain
278178;278;209;Rattenberg
278179;278;209;Rattiszell
278182;278;209;Salching
278184;278;209;Sankt Englmar
278187;278;209;Schwarzach, M
278189;278;209;Stallwang
278190;278;209;Steinach
278192;278;209;Straßkirchen
278197;278;209;Wiesenfelden
278198;278;209;Windberg
279112;279;202;Dingolfing, St
279113;279;202;Eichendorf, M
279115;279;202;Frontenhausen, M
279116;279;202;Gottfrieding
279122;279;202;Landau a.d.Isar, St
279124;279;202;Loiching
279125;279;202;Mamming
279126;279;202;Marklkofen
279127;279;202;Mengkofen
279128;279;202;Moosthenning
279130;279;202;Niederviehbach
279132;279;202;Pilsting, M
279134;279;202;Reisbach, M
279135;279;202;Simbach, M
279137;279;202;Wallersdorf, M
361000;361;301;Amberg, krfr. St
362000;362;305;Regensburg, krfr. St
363000;363;308;Weiden i.d.OPf., krfr. St
371111;371;301;Ammerthal
371113;371;301;Auerbach i.d.OPf., St
371116;371;301;Birgland
371118;371;301;Ebermannsdorf
371119;371;301;Edelsfeld
371120;371;301;Ensdorf
371121;371;301;Freihung, M
371122;371;301;Freudenberg
371123;371;301;Gebenbach
371126;371;301;Hahnbach, M
371127;371;301;Hirschau, St
371128;371;301;Hirschbach
371129;371;301;Hohenburg, M
371131;371;301;Illschwang
371132;371;301;Kastl, M
371135;371;301;Königstein, M
371136;371;301;Kümmersbruck
371140;371;301;Etzelwang
371141;371;301;Neukirchen b.Sulzbach-Rosenberg
371144;371;301;Poppenricht
371146;371;301;Rieden, M
371148;371;301;Schmidmühlen, M
371150;371;301;Schnaittenbach, St
371151;371;301;Sulzbach-Rosenberg, St
371154;371;301;Ursensollen
371156;371;301;Vilseck, St
371157;371;301;Weigendorf
372112;372;302;Arnschwang
372113;372;302;Arrach
372115;372;302;Blaibach
372116;372;302;Cham, St
372117;372;302;Chamerau
372124;372;302;Eschlkam, M
372125;372;302;Falkenstein, M
372126;372;302;Furth im Wald, St
372128;372;302;Gleißenberg
372130;372;302;Grafenwiesen
372135;372;302;Hohenwarth
372137;372;302;Bad Kötzting, St
372138;372;302;Lam, M
372142;372;302;Michelsneukirchen
372143;372;302;Miltach
372144;372;302;Neukirchen b.Hl.Blut, M
372146;372;302;Pemfling
372147;372;302;Pösing
372149;372;302;Reichenbach
372150;372;302;Rettenbach
372151;372;302;Rimbach
372153;372;302;Roding, St
372154;372;302;Rötz, St
372155;372;302;Runding
372157;372;302;Schönthal
372158;372;302;Schorndorf
372161;372;302;Stamsried, M
372163;372;302;Tiefenbach
372164;372;302;Traitsching
372165;372;302;Treffelstein
372167;372;302;Zell
372168;372;302;Waffenbrunn
372169;372;302;Wald
372170;372;302;Walderbach
372171;372;302;Waldmünchen, St
372174;372;302;Weiding
372175;372;302;Willmering
372177;372;302;Zandt
372178;372;302;Lohberg
373112;373;303;Berching, St
373113;373;303;Berg b.Neumarkt i.d.OPf.
373114;373;303;Berngau
373115;373;303;Breitenbrunn, M
373119;373;303;Deining
373121;373;303;Dietfurt a.d.Altmühl, St
373126;373;303;Freystadt, St
373134;373;303;Hohenfels, M
373140;373;303;Lauterhofen, M
373143;373;303;Lupburg, M
373146;373;303;Mühlhausen
373147;373;303;Neumarkt i.d.OPf., GKSt
373151;373;303;Parsberg, St
373153;373;303;Pilsach
373155;373;303;Postbauer-Heng, M
373156;373;303;Pyrbaum, M
373159;373;303;Sengenthal
373160;373;303;Seubersdorf i.d.OPf.
373167;373;303;Velburg, St
374111;374;308;Altenstadt a.d.Waldnaab
374117;374;307;Eschenbach i.d.OPf., St
374118;374;308;Eslarn, M
374119;374;308;Etzenricht
374121;374;308;Floß, M
374122;374;308;Flossenbürg
374123;374;308;Georgenberg
374124;374;307;Grafenwöhr, St
374127;374;308;Irchenrieth
374128;374;308;Kirchendemenreuth
374129;374;307;Kirchenthumbach, M
374131;374;308;Kohlberg, M
374132;374;308;Leuchtenberg, M
374133;374;308;Luhe-Wildenau, M
374134;374;308;Mantel, M
374137;374;308;Moosbach, M
374139;374;308;Neustadt a.d.Waldnaab, St
374140;374;307;Neustadt am Kulm, St
374144;374;308;Parkstein, M
374146;374;308;Pirk
374147;374;308;Pleystein, St
374148;374;307;Trabitz
374149;374;307;Pressath, St
374150;374;308;Püchersreuth
374154;374;308;Schirmitz
374155;374;307;Schlammersdorf
374156;374;307;Schwarzenbach
374157;374;307;Speinshart
374158;374;308;Störnstein
374159;374;308;Tännesberg, M
374160;374;308;Theisseil
374162;374;308;Vohenstrauß, St
374163;374;307;Vorbach
374164;374;308;Waidhaus, M
374165;374;308;Waldthurn, M
374166;374;308;Weiherhammer
374168;374;307;Windischeschenbach, St
374170;374;308;Bechtsrieth
375113;375;304;Alteglofsheim
375114;375;304;Altenthann
375115;375;304;Aufhausen
375116;375;304;Bach a.d.Donau
375117;375;304;Barbing
375118;375;304;Beratzhausen, M
375119;375;304;Bernhardswald
375120;375;304;Brennberg
375122;375;304;Brunn
375127;375;304;Deuerling
375130;375;304;Donaustauf, M
375131;375;304;Duggendorf
375143;375;304;Hagelstadt
375148;375;304;Hemau, St
375153;375;304;Holzheim a.Forst
375156;375;304;Kallmünz, M
375161;375;304;Köfering
375162;375;304;Laaber, M
375165;375;305;Lappersdorf, M
375170;375;304;Mintraching
